,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39,B40,B41,B42,B43,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59,B60,B61,B62,B63,B64,B65,B66,B67,B68,B69,B70
b9ca27e675b939346f879b319246f39a,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0
80762ccbb45eb950618f515c441c088d,0,0,0,0,0,0,0,0,0,0,0,25,6,6,0,0,0,8,32,13,47,23,33,8,12,31,3,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,26,12,19,27,7,4,15,13,0,0,0,242,227,8,0,0,0,50,0,0,1,2,0,2
666c42d0cf185a7d1d1b31b1e5564caa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,42,77,101,0,6,0,0,0,0,0,0,0,0,92,104,83,114,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0
49537dddd14d19e507a2243b63c3cbe1,24,7,3,0,1,17,21,0,6,6,81,18,0,0,0,7,25,0,2,3,0,0,17,66,4,11,0,26,56,58,7,8,0,0,7,0,0,0,19,1,62,69,50,56,69,15,0,0,0,6,0,0,13,0,2,0,0,2,3,56,9,0,0,0,0,0,0,0,0,0
0eb1e8dc7d2312ad8ff7cd949499cf43,0,0,30,0,0,0,0,0,0,0,0,61,34,95,68,11,9,0,31,25,69,31,30,36,0,0,60,15,22,24,17,0,9,0,0,0,0,0,14,0,11,14,14,26,22,37,12,51,60,0,0,0,0,0,0,0,0,49,48,20,0,0,0,24,0,0,0,0,0,0
da15fd9624f983aa8b4cd443f6bc9a00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,91,202
4ec4a134e420937ba0579397330858dd,9,5,40,0,0,7,3,0,0,23,5,0,0,45,1,0,0,25,5,6,15,17,29,12,289,0,31,1,4,0,9,0,16,36,14,28,0,22,24,1,0,0,6,0,22,322,30,11,48,19,0,0,22,15,0,0,0,0,0,0,110,31,0,0,0,0,0,0,0,0
42fecf9a83f47fc5484a6fe727e0c604,0,0,0,0,0,0,0,0,0,0,535,88,53,61,19,0,2,7,11,0,11,0,2,30,137,7,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,5,5,0,0,0,0,0,0,0,0,0,71,283,0,0,0,0,0,0,0,0
7d7a158793ff4026f4680188b3c40d80,10,6,11,0,0,17,0,0,0,7,0,0,30,61,47,0,0,0,0,0,0,3,0,0,0,0,28,0,0,0,10,13,0,0,10,0,0,8,0,0,0,0,0,0,0,5,0,0,0,5,14,8,0,45,49,15,3,181,180,6,0,0,0,4,0,0,0,0,0,0
2836ee8e33e05279d6d66b7d0f7eae98,5,19,16,0,1,19,19,14,43,37,10,2,71,0,0,0,0,0,14,0,0,0,8,76,8,0,0,0,0,0,27,23,19,0,54,111,0,38,10,1,0,0,0,0,3,12,9,17,0,7,20,37,2,23,101,27,0,4,0,0,6,8,0,6,0,0,1,0,0,0
21d3edfa87d24fef38523b1ed84e6c10,10,0,20,0,144,87,8,1,3,7,0,0,0,0,0,0,0,0,7,0,13,0,0,4,0,0,20,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,99,0,0,4,0,12,0,0,0,191,0,0,0,0,0,11,0,0,0,0,0,0,0,0
20cc54efa1d38ebde698bdd085fd9733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49,78,91,0,0,0,0,0,0,0,0,0,0,95,83,81,71,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0
e348a6e341314d7deaf6f4502e184dfb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,92,89,0,0,0,0,0,0,0,0,0,0,87,86,95,95,81,0,9,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,1,0,0,0,0
e07e72eb8f14c7c130b4a74706203791,0,0,0,0,1,0,0,0,0,2,13,65,356,25,0,0,0,54,105,22,81,64,37,38,15,64,26,16,0,0,0,0,23,0,0,0,0,0,0,0,2,0,0,0,0,45,55,50,34,66,43,20,6,11,0,0,0,0,0,0,35,14,0,12,0,0,0,0,0,0
3b12dbbf3ff69b44dac89b91db5828ac,1,0,3,0,0,0,6,0,0,0,8,0,0,0,0,1,3,0,2,2,0,0,0,19,0,0,0,42,79,74,0,4,4,0,4,0,0,0,5,2,87,91,72,80,79,0,0,0,0,0,0,0,9,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0
71c4190548bee125ccf9d32db034e014,0,0,0,0,0,0,0,0,0,0,0,0,46,211,167,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666f48be581c5837a15b58e358ebe638,11,0,10,0,1,0,0,1,0,0,0,15,0,11,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,30,0,0,0,0,0,0,7,0,0,0,0,0,0,0,16,0,0,0,23,0,0,11,18,258,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0
17ce87b4736a94ed9c527b5577960a76,15,6,10,0,3,0,0,0,6,5,5,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,57,65,66,2,0,13,6,3,0,0,0,13,6,60,84,71,49,82,0,0,0,0,0,0,0,28,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0
bdf562f447a6afdec7d6dccd9c8617b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,179
d114d59dff6ac57690585dd7d65e4be7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,2,0,0,0,0,0,178
79f0b2f2dd370759d40c555e8efefa8d,23,24,283,0,7,47,81,0,38,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,11,45,55,101,30,0,27,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4549fefc995b317b03231de3da83ec10,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,7,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
deca31e051bb55af185d60a175ea750d,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311772021fdacbeffaca70fc1baddfd0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
af8b9cbbe9cfad80d0a33b14fdc41486,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,49,35,0,0,0,0,6,5,0,14,0,4,65,41,35,46,44,0,0,0,0,0,0,0,137,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
325dce429d3bd649887621eeebe3781e,0,0,0,0,0,0,1,0,0,0,9,87,3,5,0,0,1,6,24,18,19,20,60,32,31,12,6,2,14,15,0,0,0,0,0,0,0,0,0,0,20,16,65,13,16,58,15,38,44,13,51,69,0,36,0,0,0,0,7,20,21,26,2,12,0,0,4,0,11,0
aa0967cb6d6932945fd06ad99685f97a,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,5,0,7,18,27,13,8,5,1,37,27,30,0,0,0,0,0,0,0,0,0,0,41,44,54,48,44,18,20,3,5,11,16,17,4,9,0,0,0,54,55,38,0,5,0,13,0,0,0,4,3,0
701359862d87e70f14a3bc39be708d7b,0,0,9,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
21c595cff9e21451409f88f0441d6a4e,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,64,69,0,0,0,0,0,0,0,0,0,0,66,67,52,70,56,0,0,0,0,0,0,0,10,0,7,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
431eba2162fccdcba644e72b2a0f83ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
b16e59a2aee1113d51fa8a21e12c660f,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,1,0,0,0,0,29,0,0,0,0,0,0,20,107
85f9ce01e7c9e1d3002ae47fab1d2ffd,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,63,67,1,0,0,0,0,0,0,0,0,0,56,62,30,64,70,0,0,0,0,3,0,0,0,6,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0
8bf2f0d858adee17858ad6655c00f068,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,43,57,0,0,0,0,0,0,0,0,0,0,53,67,60,67,47,0,0,0,0,0,0,7,10,0,0,0,0,1,2,43,0,0,0,0,0,1,0,0,0,1
07fe6498e556d20ca3fa9acd96a36e6f,83,7,14,0,0,0,17,7,8,27,0,0,0,0,0,18,55,0,0,0,0,0,0,25,0,0,0,2,0,4,15,0,19,19,19,15,0,25,43,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,63,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
a0cc87c5effab5cd401e75437499fe6e,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3bb8349509a108a5640e85b2cecb7394,0,0,42,0,0,0,2,0,0,0,0,7,4,0,0,0,0,6,0,0,0,10,0,0,0,6,0,0,0,0,9,6,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,4,12,59,38,16,0,0,82,82,1,0,6,0,181,1,0,3,0,1,3
f81ed56f109de8a4fa14dd8c8f44641f,0,12,40,0,0,6,25,0,9,6,0,16,10,8,0,0,0,21,35,13,9,26,8,6,32,53,0,0,0,0,24,17,4,0,18,9,0,25,0,0,0,0,0,0,0,18,29,18,38,13,33,0,13,13,0,0,0,32,57,1,0,0,0,59,0,0,1,0,0,1
a1e7c40edd9864ca8ded67468cba6a3b,0,9,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,44,4,2,0,0,1,0,0,3,0,3,38,49,23,29,60,0,0,0,0,0,0,0,98,0,3,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
24833748ce92531868fa08c75289374a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,65,64,0,0,0,0,0,0,0,0,0,0,50,54,43,62,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0
04f237ede3058525d2477256525a648f,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97
ac472f55d87e941dc4250795f08f9967,19,13,7,0,0,10,123,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,114,30,0,0,0,0,27,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82882c3ae62ef7d5f259222f6fa29448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,43,14
e0dac819a6c235f90cba084b05fa46f2,3,0,0,0,0,2,7,1,0,0,48,0,0,4,0,2,12,0,0,3,0,0,0,92,0,0,0,6,27,30,3,5,6,12,4,0,0,7,6,3,29,40,23,35,41,0,0,0,0,0,0,0,50,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
109a16a6236521c926884a84c834b343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0
38cc303bd9c3b9b318d2c2bf717d2ddf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,36,0,55,0,0,37,0,0
7522d14e7aacdbccb721ad11447368ad,1,0,0,0,0,0,10,0,0,0,10,58,10,14,0,0,0,4,29,23,42,25,19,21,36,12,12,0,0,0,9,0,7,0,0,0,0,0,1,1,0,0,0,0,0,19,31,7,21,30,0,39,6,17,12,0,0,45,61,0,0,0,3,54,0,2,1,2,0,1
6743b4b083ada19c3e8b33e112d0c9ce,11,41,12,1,8,22,1,0,17,7,3,19,4,7,0,0,0,13,80,29,21,0,9,11,0,23,7,0,0,0,20,5,24,5,9,0,0,10,0,0,0,0,0,0,0,0,101,16,23,12,8,7,0,44,11,26,4,1,4,0,6,5,0,62,2,0,0,0,1,0
2e2377c77f08f0e5b23e0039c42701cf,0,0,0,0,0,0,0,0,0,0,226,48,27,44,4,0,0,0,0,0,15,8,0,39,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,4,0,0,0,0,0,0,0,0,9,5,137,409,0,0,0,0,0,0,0,0
4519a46040331474ead01bd60e7f7a08,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,19,63,0,0,0,0,0,0,10,0,0,0,8,28,33,0,0,0,0,0,0,0,0,0,0,36,37,38,41,49,0,0,0,34,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
e9e440c42a0d1f267db1e60e192514d6,49,14,27,0,0,7,21,0,0,17,0,0,10,0,0,0,0,0,0,0,0,12,33,0,0,0,0,46,0,0,40,30,0,0,24,9,0,4,19,5,0,0,0,2,0,16,0,16,18,0,11,0,0,0,14,6,0,13,0,0,43,0,0,4,0,0,0,0,0,0
bedd54e0a1454e20258596f19c390fd6,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,26,0,0,3,12,7,14,27,1,0,0,0,3,0,0,6,4,0,0,11,0,0,0,0,0,0,0,14,14,0,21,8,27,35,28,54,4,0,0,45,50,2,0,0,2,133,3,1,2,3,0,0
b5da41b668de72a2a1461fdcd133f338,3,0,13,0,0,0,1,0,0,7,0,12,9,10,0,0,0,0,16,2,9,18,8,5,8,42,11,0,0,0,5,5,9,0,0,0,0,0,0,3,0,0,3,0,0,8,11,12,3,0,21,21,14,29,6,0,0,55,64,2,0,0,1,82,1,2,3,4,0,2
9783cdb1b882e749615432219abad74a,0,0,0,0,0,0,0,5,8,0,0,0,0,9,0,0,0,0,0,2,0,21,0,8,16,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,22,3,12,0,29,182,0,0,19,0,0,27,0,0,0,0,0,0,0,0,0
6e0dd29f757fe5ea80b98c5e5e5a6e10,0,7,18,0,3,6,0,0,17,35,0,25,16,23,27,0,0,24,30,18,20,45,20,16,7,0,51,0,0,0,6,15,12,0,6,22,0,0,0,0,0,0,4,0,0,19,0,37,0,34,0,0,0,0,0,9,0,19,19,0,0,0,2,0,0,0,0,0,0,0
5783f6688038a0027593b2b6bedc0b27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,40,49,0,0,0,0,0,0,0,0,0,0,59,48,37,61,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
eedd9f11d12e84f9f4bf3ac708e998c9,15,0,10,0,0,0,5,2,7,11,0,5,1,2,0,0,0,0,6,8,0,14,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,13,12,58,45,60,3,0,4,0,16,0,38,0,0,0,0,0,0,0
01b1e197f3cfe77566a89bfc020fa6e1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23,47,48,0,0,0,0,0,0,0,0,0,0,40,44,32,44,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0
38455728e208a1920868b99c2a87f59a,0,0,0,0,0,0,0,0,0,0,36,51,9,0,4,20,46,12,13,14,7,0,26,114,19,14,3,0,12,10,0,0,0,0,0,0,0,0,0,0,0,7,14,0,5,9,9,35,0,5,0,24,3,30,0,0,0,4,8,9,15,0,0,20,0,0,1,4,0,0
2f2bd960fa8222225693c640b8008c2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,35,49,0,0,0,0,0,0,0,0,0,0,63,64,46,51,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0
3727d7aafae3899b460f409af229a873,0,0,3,0,0,0,3,0,1,2,0,4,0,42,3,1,4,5,7,0,18,10,0,12,221,0,0,0,0,0,4,0,0,0,3,7,0,0,0,0,0,0,1,0,11,246,8,10,24,23,0,0,2,0,0,13,0,0,0,0,34,4,0,0,0,0,0,0,0,0
9fc578344e035733a6a4c1292c0713e3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,26,35,51,0,0,0,0,0,0,0,0,0,0,49,45,45,57,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
4edd7de1142d6e053ca6a5ac57165c70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
d3dd9b4ffff1c36adbf3738f890819c3,39,14,2,0,2,5,19,6,12,25,0,0,0,0,3,0,0,4,0,26,0,0,0,15,14,0,0,0,0,0,14,3,36,12,1,19,0,21,8,0,0,0,0,0,0,27,0,0,0,0,3,57,6,47,18,12,5,0,3,0,19,3,0,16,0,0,0,0,0,0
5e290f4d8d95ea6da3881c5c31bc1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,25,29,0,0,12
4c2078a6d494b6d3c76383737f1f1ccf,34,0,0,0,0,0,42,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,0,0,0,22,0,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,61,0,0,0,0,0,0,0,0,0,0,0,0,0
5f8f4ed20350c26db41461b943565747,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,50,50,3,0,0,0,0,0,0,0,0,0,42,39,43,45,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,1,0,0,0,0,0,0,0,0
42aa7ce92356e33902dac3278bc5341b,0,0,0,0,0,0,0,0,0,0,3,77,2,8,0,0,1,0,0,9,18,12,36,18,38,11,4,0,4,4,0,0,0,0,0,0,0,0,0,0,7,8,36,3,4,49,13,28,30,25,33,63,0,52,0,0,0,0,0,4,11,17,2,17,0,0,1,5,6,0
e3deb047ba5a93b297efe94f72e90494,0,0,0,0,0,0,0,0,0,0,4,0,0,5,12,100,71,72,0,49,0,0,0,0,0,0,15,0,9,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f85b471cb1d6cf5d87dca5b0e240a190,0,16,0,0,0,6,2,0,5,6,0,0,4,16,29,54,43,44,6,57,0,11,0,4,3,0,30,0,11,0,3,0,4,0,6,19,0,5,0,0,0,0,0,0,0,5,5,14,0,11,0,0,6,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
bb1bcf48dbc77d909df81bd0c8592c0b,11,18,0,0,11,0,8,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,5,0,0,0,9,0,0,0,19,0,0,0,0,0,0,0,0,0,0,13,0,0,0,11,8,11,0,0,0,0,27,39,0,24,6,1,0,0,76,11
aaf6cc8a39956d9e2e09eccdcb288eb5,3,0,9,0,0,0,1,0,0,0,12,1,0,25,3,7,13,0,18,3,0,0,0,0,0,0,0,27,26,27,4,0,0,5,0,0,0,7,0,0,21,25,33,40,22,0,3,7,0,0,0,0,1,0,1,1,1,3,6,31,29,0,0,0,0,0,0,0,0,0
fb7df190bbfe07a8df60ba2cf563f9c0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,2,0,0,0,4,4,0,6,29,15,1,14,0,0,6,1,1,0,0,0,0,0,0,0,0,0,6,5,24,1,5,5,11,6,9,7,48,90,2,86,0,0,0,7,11,0,8,0,3,110,0,2,5,3,3,3
154d332e25ae58709260fa52dcb0f817,72,10,9,0,10,0,33,0,65,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,9,17,35,51,1,23,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
96b6a7eafb4423f0118df377bd481211,0,0,10,0,0,0,0,0,0,0,212,45,25,20,13,0,0,9,0,0,8,5,0,12,37,0,58,0,0,0,5,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,114,155,0,0,0,0,0,0,0,0
324d271ee0f8e2f3e6521fd5d07db3ef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,23,32,33,0,0,0,0,0,0,0,0,0,0,40,36,31,39,27,0,0,0,0,8,0,0,30,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
76607ff64c1d16f2ac0038250f5e6098,0,0,3,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,21,3,0,5,0,3,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,16,10,18,19,31,41,10,0,0,47,47,4,0,0,2,120,2,2,1,0,0,1
f02cd754082e53ddb9a776fde693fb0b,0,6,8,27,102,18,30,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ab8b77a3e7667fc5825d0f8f556382df,18,26,0,0,27,12,14,0,19,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,4,8,0,6,0,0,6,1,0,0,0,0,0,0,0,29,0,0,0,0,2,0,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,24
01267ba43e90d7c9b942ba4b67151fa2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,75,60,0,67,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894fe3ff8d16b6990c67a2dcdd1b7db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,30,0,0,33,0,1
1d6cdb118dedf6c742d2694bae7c6e45,0,0,0,0,0,0,0,0,0,0,8,27,25,16,0,0,0,17,62,23,49,54,58,54,39,50,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,31,83,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45e7723852a11d4ebaa159996e77eced,10,14,65,0,0,11,9,0,7,36,0,0,0,20,1,10,0,0,0,0,8,0,9,6,12,0,0,0,2,0,31,13,0,19,30,43,0,24,20,3,0,0,0,0,5,9,40,4,18,5,0,0,7,0,9,0,0,0,0,0,37,0,1,0,0,0,0,0,0,0
c6ddba9426321674e9244fce810635ff,0,0,0,0,0,0,0,0,0,0,17,76,13,5,5,0,0,5,14,10,0,27,59,0,33,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,19,0,7,27,0,0,69,0,33,0,0,0,0,11,0,36,5,0,10,0,1,6,1,2,0
ea7b77d1dcbec51533877d9c4d8df4a7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,23,91,5,6,6,0,0,0,0,0,0,0,8,17,26,0,0,0,0,0,0,0,0,0,0,22,19,22,25,21,0,0,5,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
64232e08d00ba41d30fb2587ce27fb89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,41,0,0,0,0,0,0,0,0,0,0,44,41,33,49,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
